Name,Support,Line Count,Lines,Bindings
MS_SQL_Server -> InRedis -> Redis & OutMS_SQL_Server,0.00425531914893617,1,48,X = MS_SQL_Server; Y = Redis
SQLite -> InInformix -> Informix & OutSQLite,0.00425531914893617,1,113,X = SQLite; Y = Informix
SQLite -> InHazelcast -> Hazelcast & OutSQLite,0.00425531914893617,1,113,X = SQLite; Y = Hazelcast
SQLite -> InH2 -> H2 & OutSQLite,0.01702127659574468,4,173; 165; 158; 39,X = SQLite; Y = H2
SQLite -> InRedis -> Redis & OutSQLite,0.00425531914893617,1,113,X = SQLite; Y = Redis
SQLite -> InMS_SQL_Server -> MS_SQL_Server & OutSQLite,0.01276595744680851,3,113; 27; 39,X = SQLite; Y = MS_SQL_Server
SQLite -> InHyperSQL -> HyperSQL & OutSQLite,0.00851063829787234,2,173; 39,X = SQLite; Y = HyperSQL
SQLite -> InSAPSQLAnywhere -> SAPSQLAnywhere & OutSQLite,0.00425531914893617,1,39,X = SQLite; Y = SAPSQLAnywhere
HyperSQL -> InInformix -> Informix & OutHyperSQL,0.00425531914893617,1,113,X = HyperSQL; Y = Informix
SAPAdaptiveServer -> InSQLite -> SQLite & OutSAPAdaptiveServer,0.00851063829787234,2,209; 210,X = SAPAdaptiveServer; Y = SQLite
SAPSQLAnywhere -> InSQLite -> SQLite & OutSAPSQLAnywhere,0.00851063829787234,2,209; 210,X = SAPSQLAnywhere; Y = SQLite
GoogleCloudDatastore -> InHyperSQL -> HyperSQL & OutGoogleCloudDatastore,0.00425531914893617,1,44,X = GoogleCloudDatastore; Y = HyperSQL
GoogleCloudDatastore -> InOracle -> Oracle & OutGoogleCloudDatastore,0.00425531914893617,1,203,X = GoogleCloudDatastore; Y = Oracle
MS_SQL_Server -> InIngres -> Ingres & OutMS_SQL_Server,0.00425531914893617,1,153,X = MS_SQL_Server; Y = Ingres
Firebird -> InIBM_DB2 -> IBM_DB2 & OutFirebird,0.00425531914893617,1,153,X = Firebird; Y = IBM_DB2
HyperSQL -> InGoogleCloudDatastore -> GoogleCloudDatastore & OutHyperSQL,0.00425531914893617,1,44,X = HyperSQL; Y = GoogleCloudDatastore
PostgreSQL -> InGoogleCloudDatastore -> GoogleCloudDatastore & OutPostgreSQL,0.00425531914893617,1,60,X = PostgreSQL; Y = GoogleCloudDatastore
Oracle -> InGoogleCloudDatastore -> GoogleCloudDatastore & OutOracle,0.00425531914893617,1,60,X = Oracle; Y = GoogleCloudDatastore
Ingres -> InH2 -> H2 & OutIngres,0.00425531914893617,1,153,X = Ingres; Y = H2
Ingres -> InMS_SQL_Server -> MS_SQL_Server & OutIngres,0.00425531914893617,1,153,X = Ingres; Y = MS_SQL_Server
MongoDB -> InMarkLogic -> MarkLogic & OutMongoDB,0.00425531914893617,1,149,X = MongoDB; Y = MarkLogic
Cassandra -> InMarkLogic -> MarkLogic & OutCassandra,0.00425531914893617,1,48,X = Cassandra; Y = MarkLogic
GoogleCloudDatastore -> InCassandra -> Cassandra & OutGoogleCloudDatastore,0.00425531914893617,1,44,X = GoogleCloudDatastore; Y = Cassandra
GoogleCloudDatastore -> InMarkLogic -> MarkLogic & OutGoogleCloudDatastore,0.00425531914893617,1,214,X = GoogleCloudDatastore; Y = MarkLogic
IBM_DB2 -> InCassandra -> Cassandra & OutIBM_DB2,0.00851063829787234,2,161; 30,X = IBM_DB2; Y = Cassandra
MongoDB -> InMS_SQL_Server -> MS_SQL_Server & OutMongoDB,0.00425531914893617,1,70,X = MongoDB; Y = MS_SQL_Server
MS_SQL_Server -> InMongoDB -> MongoDB & OutMS_SQL_Server,0.00425531914893617,1,135,X = MS_SQL_Server; Y = MongoDB
SQLite -> InMongoDB -> MongoDB & OutSQLite,0.00851063829787234,2,33; 113,X = SQLite; Y = MongoDB
GoogleCloudDatastore -> InJoin_Ignite_NoSql -> Join_Ignite_NoSql & OutGoogleCloudDatastore,0.00851063829787234,2,44; 60,X = GoogleCloudDatastore; Y = Join_Ignite_NoSql
GoogleCloudDatastore -> InHBase -> HBase & OutGoogleCloudDatastore,0.00425531914893617,1,44,X = GoogleCloudDatastore; Y = HBase
MS_SQL_Server -> InHBase -> HBase & OutMS_SQL_Server,0.00425531914893617,1,153,X = MS_SQL_Server; Y = HBase
Join_Ignite_NoSql -> InMySQL -> MySQL & OutJoin_Ignite_NoSql,0.00425531914893617,1,75,X = Join_Ignite_NoSql; Y = MySQL
Join_Ignite_NoSql -> InH2 -> H2 & OutJoin_Ignite_NoSql,0.00425531914893617,1,75,X = Join_Ignite_NoSql; Y = H2
Join_Ignite_NoSql -> InHBase -> HBase & OutJoin_Ignite_NoSql,0.00425531914893617,1,75,X = Join_Ignite_NoSql; Y = HBase
Join_Ignite_NoSql -> InPostgreSQL -> PostgreSQL & OutJoin_Ignite_NoSql,0.00425531914893617,1,60,X = Join_Ignite_NoSql; Y = PostgreSQL
SQLite -> InGoogleCloudDatastore -> GoogleCloudDatastore & OutSQLite,0.00425531914893617,1,39,X = SQLite; Y = GoogleCloudDatastore
HyperSQL -> InHBase -> HBase & OutHyperSQL,0.00425531914893617,1,44,X = HyperSQL; Y = HBase
HBase -> InMS_SQL_Server -> MS_SQL_Server & OutHBase,0.01276595744680851,3,153; 44; 69,X = HBase; Y = MS_SQL_Server
HBase -> InJoin_Ignite_NoSql -> Join_Ignite_NoSql & OutHBase,0.00425531914893617,1,44,X = HBase; Y = Join_Ignite_NoSql
HBase -> InHyperSQL -> HyperSQL & OutHBase,0.01702127659574468,4,49; 44; 69; 39,X = HBase; Y = HyperSQL
HBase -> InRedis -> Redis & OutHBase,0.01276595744680851,3,153; 44; 69,X = HBase; Y = Redis
HBase -> InPostgreSQL -> PostgreSQL & OutHBase,0.00851063829787234,2,44; 69,X = HBase; Y = PostgreSQL
HBase -> InSAPSQLAnywhere -> SAPSQLAnywhere & OutHBase,0.00851063829787234,2,153; 39,X = HBase; Y = SAPSQLAnywhere
HBase -> InOracle -> Oracle & OutHBase,0.00425531914893617,1,69,X = HBase; Y = Oracle
PostgreSQL -> InHBase -> HBase & OutPostgreSQL,0.00425531914893617,1,60,X = PostgreSQL; Y = HBase
SAPSQLAnywhere -> InGoogleCloudDatastore -> GoogleCloudDatastore & OutSAPSQLAnywhere,0.00425531914893617,1,60,X = SAPSQLAnywhere; Y = GoogleCloudDatastore
SAPSQLAnywhere -> InHBase -> HBase & OutSAPSQLAnywhere,0.00851063829787234,2,153; 60,X = SAPSQLAnywhere; Y = HBase
Oracle -> InHBase -> HBase & OutOracle,0.00425531914893617,1,60,X = Oracle; Y = HBase
Influx_DB -> InGoogleCloudDatastore -> GoogleCloudDatastore & OutInflux_DB,0.00425531914893617,1,210,X = Influx_DB; Y = GoogleCloudDatastore
PostgreSQL -> InNeo4j -> Neo4j & OutPostgreSQL,0.00425531914893617,1,161,X = PostgreSQL; Y = Neo4j
Oracle -> InNeo4j -> Neo4j & OutOracle,0.00425531914893617,1,161,X = Oracle; Y = Neo4j
Neo4j -> InCassandra -> Cassandra & OutNeo4j,0.00425531914893617,1,190,X = Neo4j; Y = Cassandra
Neo4j -> InRedis -> Redis & OutNeo4j,0.00851063829787234,2,44; 190,X = Neo4j; Y = Redis
Cassandra -> InMicrosoftAzureCosmosDB -> MicrosoftAzureCosmosDB & OutCassandra,0.00425531914893617,1,60,X = Cassandra; Y = MicrosoftAzureCosmosDB
Cassandra -> InNeo4j -> Neo4j & OutCassandra,0.00425531914893617,1,60,X = Cassandra; Y = Neo4j
Cassandra -> InClickHouse -> ClickHouse & OutCassandra,0.00425531914893617,1,48,X = Cassandra; Y = ClickHouse
Cassandra -> InSnowflake -> Snowflake & OutCassandra,0.00425531914893617,1,60,X = Cassandra; Y = Snowflake
Cassandra -> InMS_SQL_Server -> MS_SQL_Server & OutCassandra,0.01276595744680851,3,48; 69; 70,X = Cassandra; Y = MS_SQL_Server
Hazelcast -> InInflux_DB -> Influx_DB & OutHazelcast,0.00425531914893617,1,75,X = Hazelcast; Y = Influx_DB
Hazelcast -> InMongoDB -> MongoDB & OutHazelcast,0.00425531914893617,1,46,X = Hazelcast; Y = MongoDB
DynamoDB -> InMS_SQL_Server -> MS_SQL_Server & OutDynamoDB,0.00425531914893617,1,70,X = DynamoDB; Y = MS_SQL_Server
MS_SQL_Server -> InNeo4j -> Neo4j & OutMS_SQL_Server,0.00425531914893617,1,161,X = MS_SQL_Server; Y = Neo4j
MS_SQL_Server -> InCassandra -> Cassandra & OutMS_SQL_Server,0.00425531914893617,1,161,X = MS_SQL_Server; Y = Cassandra
MS_SQL_Server -> InDynamoDB -> DynamoDB & OutMS_SQL_Server,0.00425531914893617,1,135,X = MS_SQL_Server; Y = DynamoDB
HBase -> InInflux_DB -> Influx_DB & OutHBase,0.00425531914893617,1,44,X = HBase; Y = Influx_DB
HBase -> InMongoDB -> MongoDB & OutHBase,0.00425531914893617,1,69,X = HBase; Y = MongoDB
HBase -> InMicrosoftAzureCosmosDB -> MicrosoftAzureCosmosDB & OutHBase,0.00425531914893617,1,44,X = HBase; Y = MicrosoftAzureCosmosDB
Redis -> InMicrosoftAzureCosmosDB -> MicrosoftAzureCosmosDB & OutRedis,0.00425531914893617,1,52,X = Redis; Y = MicrosoftAzureCosmosDB
PostgreSQL -> InCouchbase -> Couchbase & OutPostgreSQL,0.00425531914893617,1,60,X = PostgreSQL; Y = Couchbase
Oracle -> InCouchbase -> Couchbase & OutOracle,0.00425531914893617,1,60,X = Oracle; Y = Couchbase
Couchbase -> InInflux_DB -> Influx_DB & OutCouchbase,0.00425531914893617,1,77,X = Couchbase; Y = Influx_DB
Couchbase -> InPostgreSQL -> PostgreSQL & OutCouchbase,0.01276595744680851,3,210; 60; 77,X = Couchbase; Y = PostgreSQL
Couchbase -> InOracle -> Oracle & OutCouchbase,0.00425531914893617,1,210,X = Couchbase; Y = Oracle
Couchbase -> InMicrosoftAzureCosmosDB -> MicrosoftAzureCosmosDB & OutCouchbase,0.00851063829787234,2,60; 77,X = Couchbase; Y = MicrosoftAzureCosmosDB
Couchbase -> InNeo4j -> Neo4j & OutCouchbase,0.00425531914893617,1,60,X = Couchbase; Y = Neo4j
Couchbase -> InCassandra -> Cassandra & OutCouchbase,0.00425531914893617,1,77,X = Couchbase; Y = Cassandra
Couchbase -> InHazelcast -> Hazelcast & OutCouchbase,0.00425531914893617,1,60,X = Couchbase; Y = Hazelcast
Couchbase -> InDynamoDB -> DynamoDB & OutCouchbase,0.00851063829787234,2,60; 77,X = Couchbase; Y = DynamoDB
Couchbase -> InH2 -> H2 & OutCouchbase,0.00425531914893617,1,77,X = Couchbase; Y = H2
Couchbase -> InMS_SQL_Server -> MS_SQL_Server & OutCouchbase,0.00851063829787234,2,210; 77,X = Couchbase; Y = MS_SQL_Server
Neo4j -> InH2 -> H2 & OutNeo4j,0.00425531914893617,1,73,X = Neo4j; Y = H2
HyperSQL -> InPostGIS -> PostGIS & OutHyperSQL,0.00425531914893617,1,113,X = HyperSQL; Y = PostGIS
HyperSQL -> InNeo4j -> Neo4j & OutHyperSQL,0.00851063829787234,2,161; 44,X = HyperSQL; Y = Neo4j
