Name,Support,Line Count,Lines,Bindings
HyperSQL -> InPostGIS -> OutHyperSQL & PostGIS,0.004291845493562232,1,112,X = HyperSQL; Y = PostGIS
Neo4j -> InH2 -> OutNeo4j & H2,0.004291845493562232,1,72,X = Neo4j; Y = H2
Cassandra -> InEtcd -> OutCassandra & Etcd,0.004291845493562232,1,68,X = Cassandra; Y = Etcd
PostgreSQL -> InCouchbase -> OutPostgreSQL & Couchbase,0.004291845493562232,1,59,X = PostgreSQL; Y = Couchbase
Oracle -> InCouchbase -> OutOracle & Couchbase,0.004291845493562232,1,59,X = Oracle; Y = Couchbase
Join_Ignite_NoSql -> InHazelcast -> OutJoin_Ignite_NoSql & Hazelcast,0.004291845493562232,1,59,X = Join_Ignite_NoSql; Y = Hazelcast
Join_Ignite_NoSql -> InNeo4j -> OutJoin_Ignite_NoSql & Neo4j,0.008583690987124463,2,74; 59,X = Join_Ignite_NoSql; Y = Neo4j
Join_Ignite_NoSql -> InMongoDB -> OutJoin_Ignite_NoSql & MongoDB,0.004291845493562232,1,74,X = Join_Ignite_NoSql; Y = MongoDB
Join_Ignite_NoSql -> InMicrosoftAzureCosmosDB -> OutJoin_Ignite_NoSql & MicrosoftAzureCosmosDB,0.004291845493562232,1,59,X = Join_Ignite_NoSql; Y = MicrosoftAzureCosmosDB
Join_Ignite_NoSql -> InInflux_DB -> OutJoin_Ignite_NoSql & Influx_DB,0.004291845493562232,1,74,X = Join_Ignite_NoSql; Y = Influx_DB
HBase -> InCouchbase -> OutHBase & Couchbase,0.004291845493562232,1,44,X = HBase; Y = Couchbase
HBase -> InArangoDB -> OutHBase & ArangoDB,0.004291845493562232,1,44,X = HBase; Y = ArangoDB
HBase -> InPostGIS -> OutHBase & PostGIS,0.008583690987124463,2,44; 151,X = HBase; Y = PostGIS
H2 -> InEtcd -> OutH2 & Etcd,0.004291845493562232,1,62,X = H2; Y = Etcd
H2 -> InNeo4j -> OutH2 & Neo4j,0.004291845493562232,1,72,X = H2; Y = Neo4j
H2 -> InArangoDB -> OutH2 & ArangoDB,0.004291845493562232,1,72,X = H2; Y = ArangoDB
MS_SQL_Server -> InEtcd -> OutMS_SQL_Server & Etcd,0.004291845493562232,1,62,X = MS_SQL_Server; Y = Etcd
SQLite -> InClickHouse -> OutSQLite & ClickHouse,0.004291845493562232,1,112,X = SQLite; Y = ClickHouse
H2 -> InClickHouse -> OutH2 & ClickHouse,0.004291845493562232,1,47,X = H2; Y = ClickHouse
Teradata -> InRedis -> OutTeradata & Redis,0.004291845493562232,1,112,X = Teradata; Y = Redis
Teradata -> InMS_SQL_Server -> OutTeradata & MS_SQL_Server,0.004291845493562232,1,112,X = Teradata; Y = MS_SQL_Server
MS_SQL_Server -> InTeradata -> OutMS_SQL_Server & Teradata,0.004291845493562232,1,114,X = MS_SQL_Server; Y = Teradata
MS_Access -> InH2 -> OutMS_Access & H2,0.004291845493562232,1,73,X = MS_Access; Y = H2
MS_Access -> InPostgreSQL -> OutMS_Access & PostgreSQL,0.004291845493562232,1,138,X = MS_Access; Y = PostgreSQL
MS_Access -> InOracle -> OutMS_Access & Oracle,0.004291845493562232,1,138,X = MS_Access; Y = Oracle
SQLite -> InMicrosoftAzureCosmosDB -> OutSQLite & MicrosoftAzureCosmosDB,0.004291845493562232,1,51,X = SQLite; Y = MicrosoftAzureCosmosDB
SAPAdaptiveServer -> InGoogleCloudDatastore -> OutSAPAdaptiveServer & GoogleCloudDatastore,0.004291845493562232,1,59,X = SAPAdaptiveServer; Y = GoogleCloudDatastore
SAPAdaptiveServer -> InHBase -> OutSAPAdaptiveServer & HBase,0.008583690987124463,2,59; 151,X = SAPAdaptiveServer; Y = HBase
SAPAdaptiveServer -> InIBM_DB2 -> OutSAPAdaptiveServer & IBM_DB2,0.004291845493562232,1,151,X = SAPAdaptiveServer; Y = IBM_DB2
SAPAdaptiveServer -> InH2 -> OutSAPAdaptiveServer & H2,0.004291845493562232,1,151,X = SAPAdaptiveServer; Y = H2
Teradata -> InHyperSQL -> OutTeradata & HyperSQL,0.004291845493562232,1,112,X = Teradata; Y = HyperSQL
Teradata -> InInformix -> OutTeradata & Informix,0.004291845493562232,1,112,X = Teradata; Y = Informix
HBase -> InSAPAdaptiveServer -> OutHBase & SAPAdaptiveServer,0.004291845493562232,1,151,X = HBase; Y = SAPAdaptiveServer
Firebird -> InNeo4j -> OutFirebird & Neo4j,0.004291845493562232,1,159,X = Firebird; Y = Neo4j
Ingres -> InMongoDB -> OutIngres & MongoDB,0.004291845493562232,1,113,X = Ingres; Y = MongoDB
Neo4j -> InIBM_DB2 -> OutNeo4j & IBM_DB2,0.004291845493562232,1,188,X = Neo4j; Y = IBM_DB2
