db,release,cve,published_at,resolved_at,first_patched_version,projects,resolution_days,has_publication_date,has_resolution_date,has_first_patched_release,resolution_bucket
H2,2.3.232,CVE-2018-14335,2018-07-24 13:29:00.603000+00:00,2019-02-22 14:41:59+00:00,,13,213.0506758912037,True,True,False,181–365 days
H2,2.4.240,CVE-2018-14335,2018-07-24 13:29:00.603000+00:00,2019-02-22 14:41:59+00:00,,8,213.0506758912037,True,True,False,181–365 days
HBase,0.98.6-cdh5.3.5,CVE-2015-1836,2015-12-21 11:59:01.140000+00:00,2015-05-21 17:42:00+00:00,0.98.12.1,1,-213.76181875,True,True,True,Before disclosure
Hazelcast,1.9.2,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,1.9.2,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,1.9.2,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,2.5,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,2.5,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,2.5,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,2.6.5,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,2.6.5,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,2.6.5,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.12,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,2,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.12,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,2,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.12.1,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.12.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.12.6,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.12.6,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.2.1,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.2.1,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.2.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.2.5,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.2.5,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.2.5,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.3.1,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.3.1,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.3.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.5,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,2,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.5,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,2,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.5,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,2,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.5.4,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.5.4,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.5.4,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.6.1,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,2,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.6.1,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,2,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.6.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,2,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.6.6,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.6.6,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.6.6,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.7.2,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.7.2,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.7.2,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,3.9.2,CVE-2016-10750,2022-05-24 16:46:09+00:00,2018-10-23 13:23:32+00:00,3.11,1,-1309.1407060185186,True,True,True,Before disclosure
Hazelcast,3.9.2,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,3.9.2,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.0.1,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.0.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.0.1,GHSA-v57x-gxfj-484q,2022-01-21 23:25:04+00:00,2021-12-21 06:56:21+00:00,4.0.5,1,-31.686608796296298,True,True,True,Before disclosure
Hazelcast,4.0.2,CVE-2022-0265,2022-03-03 00:00:00+00:00,2022-03-03 00:00:00+00:00,,1,0.0,True,True,False,0–1 day
Hazelcast,4.0.2,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.0.2,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.0.2,GHSA-v57x-gxfj-484q,2022-01-21 23:25:04+00:00,2021-12-21 06:56:21+00:00,4.0.5,1,-31.686608796296298,True,True,True,Before disclosure
Hazelcast,4.0.3,CVE-2022-0265,2022-03-03 00:00:00+00:00,2022-03-03 00:00:00+00:00,,1,0.0,True,True,False,0–1 day
Hazelcast,4.0.3,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.0.3,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.0.3,GHSA-v57x-gxfj-484q,2022-01-21 23:25:04+00:00,2021-12-21 06:56:21+00:00,4.0.5,1,-31.686608796296298,True,True,True,Before disclosure
Hazelcast,4.1-BETA-1,CVE-2022-0265,2022-03-03 00:00:00+00:00,2022-03-03 00:00:00+00:00,,1,0.0,True,True,False,0–1 day
Hazelcast,4.1-BETA-1,CVE-2022-36437,2022-12-29 23:15:09.883000+00:00,2022-12-23 00:00:00+00:00,4.1.10,1,-6.968864386574074,True,True,True,Before disclosure
Hazelcast,4.1-BETA-1,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.1-BETA-1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.2,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.2,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.2.1,CVE-2022-0265,2022-03-03 00:00:00+00:00,2022-03-03 00:00:00+00:00,,1,0.0,True,True,False,0–1 day
Hazelcast,4.2.1,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.2.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.2.2,CVE-2022-0265,2022-03-03 00:00:00+00:00,2022-03-03 00:00:00+00:00,,1,0.0,True,True,False,0–1 day
Hazelcast,4.2.2,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.2.2,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.2.3,CVE-2022-0265,2022-03-03 00:00:00+00:00,2022-03-03 00:00:00+00:00,,1,0.0,True,True,False,0–1 day
Hazelcast,4.2.3,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.2.3,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.2.4,CVE-2022-0265,2022-03-03 00:00:00+00:00,2022-03-03 00:00:00+00:00,,1,0.0,True,True,False,0–1 day
Hazelcast,4.2.4,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.2.4,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.2.6,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.2.6,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,4.2.7,CVE-2023-33265,2023-07-19 22:08:40+00:00,2023-06-28 13:25:25+00:00,5.0.5,1,-21.363368055555554,True,True,True,Before disclosure
Hazelcast,4.2.7,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,5.1,CVE-2022-36437,2022-12-27 14:40:39+00:00,2022-12-23 00:00:00+00:00,5.1.3,1,-4.6115625,True,True,True,Before disclosure
Hazelcast,5.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,5.1.1,CVE-2022-36437,2022-12-27 14:40:39+00:00,2022-12-23 00:00:00+00:00,5.1.3,1,-4.6115625,True,True,True,Before disclosure
Hazelcast,5.1.1,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,5.1.2,CVE-2022-36437,2022-12-27 14:40:39+00:00,2022-12-23 00:00:00+00:00,5.1.3,1,-4.6115625,True,True,True,Before disclosure
Hazelcast,5.1.2,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,1,6.599293981481481,True,True,True,2–30 days
Hazelcast,5.1.3,CVE-2023-45860,2024-02-16 23:14:45+00:00,2024-02-23 13:37:44+00:00,5.2.5,2,6.599293981481481,True,True,True,2–30 days
Hazelcast,5.3.0,CVE-2023-45859,2024-02-27 21:54:15+00:00,2023-10-24 14:31:02+00:00,5.3.5,3,-126.30778935185185,True,True,True,Before disclosure
Hazelcast,5.3.1,CVE-2023-45859,2024-02-27 21:54:15+00:00,2023-10-24 14:31:02+00:00,5.3.5,2,-126.30778935185185,True,True,True,Before disclosure
Hazelcast,5.3.2,CVE-2023-45859,2024-02-27 21:54:15+00:00,2023-10-24 14:31:02+00:00,5.3.5,3,-126.30778935185185,True,True,True,Before disclosure
Hazelcast,5.3.4,CVE-2023-45859,2024-02-27 21:54:15+00:00,2023-10-24 14:31:02+00:00,5.3.5,1,-126.30778935185185,True,True,True,Before disclosure
HyperSQL,1.8.0.10,CVE-2022-41853,2022-10-06 18:52:05+00:00,2022-10-22 14:19:43+00:00,2.7.1,1,15.810856481481482,True,True,True,2–30 days
HyperSQL,2.0.0,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,2,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.2.8,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,1,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.2.9,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,4,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.3.0,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,1,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.3.1,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,2,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.3.2,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,1,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.3.3,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,2,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.3.4,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,7,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.4.0,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,4,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.4.1,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,4,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.5.0,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,4,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.5.1,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,3,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.5.2,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,3,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.6.0,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,3,15.835136689814815,True,True,True,2–30 days
HyperSQL,2.6.1,CVE-2022-41853,2022-10-06 18:17:07.190000+00:00,2022-10-22 14:19:43+00:00,2.7.1,3,15.835136689814815,True,True,True,2–30 days
Ignite,1.6.0,CVE-2016-6805,2018-10-16 20:53:31+00:00,2017-04-07 00:00:00+00:00,1.9,1,-557.8704976851852,True,True,True,Before disclosure
Ignite,1.6.0,CVE-2017-7686,2017-06-28 00:00:00+00:00,2017-07-27 00:00:00+00:00,2.1.0,1,29.0,True,True,True,2–30 days
Ignite,1.6.0,CVE-2018-1295,2018-10-16 20:53:44+00:00,2018-04-01 00:00:00+00:00,2.4,1,-198.87064814814815,True,True,True,Before disclosure
Ignite,1.6.0,CVE-2018-8018,2018-10-16 20:53:54+00:00,2018-07-19 00:00:00+00:00,2.6,1,-89.8707638888889,True,True,True,Before disclosure
Ignite,1.6.0,CVE-2020-1963,2020-06-05 16:11:02+00:00,2020-05-22 06:36:23+00:00,2.8.1,1,-14.3990625,True,True,True,Before disclosure
Ignite,2.13.0,CVE-2024-52577,2025-02-14 10:15:09.557000+00:00,2025-02-09 17:33:46+00:00,2.17.0,1,-4.695411539351852,True,True,True,Before disclosure
Ignite,2.9.0,CVE-2024-52577,2025-02-14 10:15:09.557000+00:00,2025-02-09 17:33:46+00:00,2.17.0,1,-4.695411539351852,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,10.2.0.jre8,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,3,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,10.2.1.jre8,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,11.1.0.jre8-preview,CVE-2025-59250,2025-10-14 17:16:07.240000+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.719528240740741,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,11.2.0.jre8,CVE-2025-59250,2025-10-14 17:16:07.240000+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.719528240740741,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,12.10.0.jre8,CVE-2025-59250,2025-10-14 17:16:07.240000+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.719528240740741,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,12.2.0.jre8,CVE-2025-59250,2025-10-14 17:16:07.240000+00:00,2025-10-13 00:00:00+00:00,13.2.1,2,-1.719528240740741,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,12.4.1.jre8,CVE-2025-59250,2025-10-14 17:16:07.240000+00:00,2025-10-13 00:00:00+00:00,13.2.1,2,-1.719528240740741,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,12.5.0.jre11-preview,CVE-2025-59250,2025-10-14 17:16:07.240000+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.719528240740741,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,12.5.0.jre8-preview,CVE-2025-59250,2025-10-14 17:16:07.240000+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.719528240740741,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,8.4.0.jre8,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,8.4.1.jre8,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,2,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,9.2.0.jre8,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,2,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,9.2.1.jre8,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,9.4.0.jre8,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,2,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,9.5.0-SNAPSHOT.jre8-preview,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.771238425925926,True,True,True,Before disclosure
MSSQL/MicrosoftAzure,9.5.0.jre11-preview,CVE-2025-59250,2025-10-14 18:30:35+00:00,2025-10-13 00:00:00+00:00,13.2.1,1,-1.771238425925926,True,True,True,Before disclosure
MongoDB,3.0.4,CVE-2021-20328,2021-02-25 17:15:28.303000+00:00,2021-02-18 00:00:00+00:00,3.11.3,1,-7.719077581018519,True,True,True,Before disclosure
MongoDB,3.10.2,CVE-2021-20328,2021-02-25 17:15:28.303000+00:00,2021-02-18 00:00:00+00:00,3.11.3,1,-7.719077581018519,True,True,True,Before disclosure
MongoDB,4.0.0,CVE-2021-20328,2021-02-25 17:15:28.303000+00:00,2021-02-18 00:00:00+00:00,4.0.6,2,-7.719077581018519,True,True,True,Before disclosure
MongoDB,4.0.0-beta1,CVE-2021-20328,2021-02-25 17:15:28.303000+00:00,2021-02-18 00:00:00+00:00,4.0.6,1,-7.719077581018519,True,True,True,Before disclosure
MongoDB,4.0.0-rc0,CVE-2021-20328,2021-02-25 17:15:28.303000+00:00,2021-02-18 00:00:00+00:00,4.0.6,1,-7.719077581018519,True,True,True,Before disclosure
MongoDB,4.0.2,CVE-2021-20328,2021-02-25 17:15:28.303000+00:00,2021-02-18 00:00:00+00:00,4.0.6,3,-7.719077581018519,True,True,True,Before disclosure
MongoDB,4.0.5,CVE-2021-20328,2021-02-25 17:15:28.303000+00:00,2021-02-18 00:00:00+00:00,4.0.6,1,-7.719077581018519,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,1,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,1,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2020-2934,2020-04-15 14:15:36.453000+00:00,2020-07-14 00:00:00+00:00,5.1.49,1,89.40582809027778,True,True,True,31–180 days
MySQL,5.1.10,CVE-2022-21363,2022-01-20 00:00:48+00:00,2021-12-16 00:25:41+00:00,8.0.28,1,-34.98271990740741,True,True,True,Before disclosure
MySQL,5.1.10,CVE-2023-22102,2023-10-18 00:31:42+00:00,2023-10-25 08:46:05+00:00,8.2.0,1,7.3433217592592595,True,True,True,2–30 days
MySQL,5.1.13,CVE-2015-2575,2022-05-17 00:25:07+00:00,2015-05-08 10:55:46+00:00,5.1.35,1,-2565.562048611111,True,True,True,Before disclosure
MySQL,5.1.13,CVE-2017-3523,2022-05-13 01:45:34+00:00,2017-02-14 20:27:59+00:00,5.1.41,1,-1913.2205439814816,True,True,True,Before disclosure
MySQL,5.1.13,CVE-2017-3586,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.13,CVE-2017-3589,2022-05-13 01:45:42+00:00,2017-04-17 18:23:36+00:00,5.1.42,1,-1851.3070138888888,True,True,True,Before disclosure
MySQL,5.1.13,CVE-2018-3258,2022-05-13 01:52:26+00:00,2018-09-27 09:18:47+00:00,8.0.13,1,-1323.6900347222222,True,True,True,Before disclosure
MySQL,5.1.13,CVE-2019-2692,2020-07-01 17:12:20+00:00,2019-03-20 19:08:52+00:00,8.0.16,1,-468.91907407407405,True,True,True,Before disclosure
