project_id,project,db,usage_segment_id,files,n_files,version,interval_start,interval_end,days,period,cves,stop_reason
17,commafeed,MySQL,370,commafeed,1,5.1.32,2014-08-12 00:00:00+00:00,2014-09-26 00:00:00+00:00,45.0,pre_disclosure,CVE-2015-2575; CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,371,commafeed,1,5.1.33,2014-09-26 00:00:00+00:00,2014-11-07 00:00:00+00:00,42.0,pre_disclosure,CVE-2015-2575; CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,372,commafeed,1,5.1.34,2014-11-07 00:00:00+00:00,2015-04-01 00:00:00+00:00,145.0,pre_disclosure,CVE-2015-2575; CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,373,commafeed,1,5.1.35,2015-04-01 00:00:00+00:00,2016-01-08 00:00:00+00:00,282.0,pre_disclosure,CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,374,commafeed,1,5.1.37,2015-11-25 00:00:00+00:00,2017-02-14 20:27:59+00:00,447.8527662037037,pre_disclosure,CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,374,commafeed,1,5.1.37,2017-02-14 20:27:59+00:00,2017-04-17 18:23:36+00:00,61.91362268518518,post_resolution,CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,374,commafeed,1,5.1.37,2017-04-17 18:23:36+00:00,2017-04-24 19:59:03.567000+00:00,7.066291284722222,post_resolution,CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,374,commafeed,1,5.1.37,2017-04-24 19:59:03.567000+00:00,2017-04-24 19:59:05.597000+00:00,2.3495370370370367e-05,post_resolution,CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,374,commafeed,1,5.1.37,2017-04-24 19:59:05.597000+00:00,2017-04-24 19:59:05.660000+00:00,7.291666666666666e-07,post_resolution,CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,374,commafeed,1,5.1.37,2017-04-24 19:59:05.660000+00:00,2018-06-23 00:00:00+00:00,424.1672956018519,post_resolution,CVE-2017-3523; CVE-2017-3586; CVE-2017-3589; CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,375,commafeed,1,5.1.42,2018-06-23 00:00:00+00:00,2018-09-27 09:18:47+00:00,96.38804398148149,pre_disclosure,CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,375,commafeed,1,5.1.42,2018-09-27 09:18:47+00:00,2018-10-17 01:31:27.230000+00:00,19.675465625,post_resolution,CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
17,commafeed,MySQL,375,commafeed,1,5.1.42,2018-10-17 01:31:27.230000+00:00,2019-03-20 19:08:52+00:00,154.73431446759258,post_resolution,CVE-2018-3258; CVE-2019-2692; CVE-2020-2934; CVE-2022-21363; CVE-2023-22102,version_changed
