owner,name,repo_path,has_root_pom,root_packaging,root_modules_declared_count,classification,total_poms,deployables_count,excluded_count
OpenVidu,openvidu,/home/camila/repos/OpenVidu/openvidu,True,pom,0,AGGREGATOR_EMPTY,3,2,0
openzipkin,brave,/home/camila/repos/openzipkin/brave,True,pom,6,MULTI_MODULE,55,51,0
openzipkin,zipkin,/home/camila/repos/openzipkin/zipkin,True,pom,6,MULTI_MODULE,18,15,0
oracle,opengrok,/home/camila/repos/oracle/opengrok,False,,0,NO_ROOT_POM,0,0,0
oracle,graal,/home/camila/repos/oracle/graal,False,,0,NO_ROOT_POM,0,0,0
oracle,visualvm,/home/camila/repos/oracle/visualvm,False,,0,NO_ROOT_POM,4,2,3
oshi,oshi,/home/camila/repos/oshi/oshi,False,,0,NO_ROOT_POM,0,0,0
osmandapp,OsmAnd,/home/camila/repos/osmandapp/OsmAnd,False,,0,NO_ROOT_POM,0,0,0
osmdroid,osmdroid,/home/camila/repos/osmdroid/osmdroid,False,,0,NO_ROOT_POM,1,1,0
pac4j,pac4j,/home/camila/repos/pac4j/pac4j,False,,0,NO_ROOT_POM,0,0,0
pentaho,pentaho-kettle,/home/camila/repos/pentaho/pentaho-kettle,True,pom,0,AGGREGATOR_EMPTY,330,113,1
PhilippC,keepass2android,/home/camila/repos/PhilippC/keepass2android,False,,0,NO_ROOT_POM,0,0,0
PhilJay,MPAndroidChart,/home/camila/repos/PhilJay/MPAndroidChart,False,,0,NO_ROOT_POM,1,0,0
pinterest,secor,/home/camila/repos/pinterest/secor,True,jar,0,SINGLE_MODULE,1,1,0
plutext,docx4j,/home/camila/repos/plutext/docx4j,True,pom,25,MULTI_MODULE,29,21,0
pmd,pmd,/home/camila/repos/pmd/pmd,True,pom,39,MULTI_MODULE,42,39,0
pravega,pravega,/home/camila/repos/pravega/pravega,False,,0,NO_ROOT_POM,0,0,0
prestodb,presto,/home/camila/repos/prestodb/presto,True,pom,101,MULTI_MODULE,103,54,0
primefaces,primefaces,/home/camila/repos/primefaces/primefaces,True,pom,7,MULTI_MODULE,10,8,0
processing,processing,/home/camila/repos/processing/processing,False,,0,NO_ROOT_POM,0,0,0
psi-probe,psi-probe,/home/camila/repos/psi-probe/psi-probe,True,pom,4,MULTI_MODULE,7,6,0
pytorch,serve,/home/camila/repos/pytorch/serve,False,,0,NO_ROOT_POM,1,1,0
qos-ch,slf4j,/home/camila/repos/qos-ch/slf4j,True,pom,15,MULTI_MODULE,16,13,0
qos-ch,logback,/home/camila/repos/qos-ch/logback,True,pom,6,MULTI_MODULE,7,5,0
QuantumBadger,RedReader,/home/camila/repos/QuantumBadger/RedReader,False,,0,NO_ROOT_POM,0,0,0
quarkusio,quarkus,/home/camila/repos/quarkusio/quarkus,True,pom,22,MULTI_MODULE,1611,1190,12
querydsl,querydsl,/home/camila/repos/querydsl/querydsl,True,pom,0,AGGREGATOR_EMPTY,33,28,0
questdb,questdb,/home/camila/repos/questdb/questdb,True,pom,5,MULTI_MODULE,6,5,1
raphw,byte-buddy,/home/camila/repos/raphw/byte-buddy,True,pom,8,MULTI_MODULE,9,6,0
ratpack,ratpack,/home/camila/repos/ratpack/ratpack,False,,0,NO_ROOT_POM,0,0,0
ReactiveX,RxJava,/home/camila/repos/ReactiveX/RxJava,False,,0,NO_ROOT_POM,0,0,0
reactor,reactor-core,/home/camila/repos/reactor/reactor-core,False,,0,NO_ROOT_POM,0,0,0
reactor,reactor-netty,/home/camila/repos/reactor/reactor-netty,False,,0,NO_ROOT_POM,0,0,0
real-logic,agrona,/home/camila/repos/real-logic/agrona,False,,0,NO_ROOT_POM,0,0,0
real-logic,simple-binary-encoding,/home/camila/repos/real-logic/simple-binary-encoding,False,,0,NO_ROOT_POM,0,0,0
real-logic,aeron,/home/camila/repos/real-logic/aeron,False,,0,NO_ROOT_POM,0,0,0
redisson,redisson,/home/camila/repos/redisson/redisson,True,pom,10,MULTI_MODULE,58,46,0
remkop,picocli,/home/camila/repos/remkop/picocli,True,jar,0,SINGLE_MODULE,4,4,0
rest-assured,rest-assured,/home/camila/repos/rest-assured/rest-assured,True,pom,7,MULTI_MODULE,25,22,9
RipMeApp,ripme,/home/camila/repos/RipMeApp/ripme,True,jar,0,SINGLE_MODULE,1,1,0
RoaringBitmap,RoaringBitmap,/home/camila/repos/RoaringBitmap/RoaringBitmap,False,,0,NO_ROOT_POM,0,0,0
robolectric,robolectric,/home/camila/repos/robolectric/robolectric,False,,0,NO_ROOT_POM,0,0,0
rstudio,rstudio,/home/camila/repos/rstudio/rstudio,False,,0,NO_ROOT_POM,0,0,0
runelite,runelite,/home/camila/repos/runelite/runelite,True,pom,5,MULTI_MODULE,6,4,0
scribejava,scribejava,/home/camila/repos/scribejava/scribejava,True,pom,8,MULTI_MODULE,9,8,0
selenide,selenide,/home/camila/repos/selenide/selenide,False,,0,NO_ROOT_POM,0,0,0
SeleniumHQ,selenium,/home/camila/repos/SeleniumHQ/selenium,False,,0,NO_ROOT_POM,1,1,0
siddhi-io,siddhi,/home/camila/repos/siddhi-io/siddhi,True,pom,6,MULTI_MODULE,21,17,0
signalapp,Signal-Android,/home/camila/repos/signalapp/Signal-Android,False,,0,NO_ROOT_POM,0,0,0
simpligility,android-maven-plugin,/home/camila/repos/simpligility/android-maven-plugin,True,maven-plugin,0,SINGLE_MODULE,39,8,0
skylot,jadx,/home/camila/repos/skylot/jadx,False,,0,NO_ROOT_POM,0,0,0
slapperwan,gh4a,/home/camila/repos/slapperwan/gh4a,False,,0,NO_ROOT_POM,0,0,0
sleuthkit,autopsy,/home/camila/repos/sleuthkit/autopsy,False,,0,NO_ROOT_POM,2,2,0
SonarSource,sonarqube,/home/camila/repos/SonarSource/sonarqube,False,,0,NO_ROOT_POM,21,5,0
soot-oss,soot,/home/camila/repos/soot-oss/soot,True,jar,0,SINGLE_MODULE,1,1,0
SpigotMC,BungeeCord,/home/camila/repos/SpigotMC/BungeeCord,True,pom,12,MULTI_MODULE,20,18,0
spockframework,spock,/home/camila/repos/spockframework/spock,False,,0,NO_ROOT_POM,0,0,0
SpongePowered,SpongeAPI,/home/camila/repos/SpongePowered/SpongeAPI,False,,0,NO_ROOT_POM,0,0,0
spotbugs,spotbugs,/home/camila/repos/spotbugs/spotbugs,False,,0,NO_ROOT_POM,0,0,0
spring-cloud,spring-cloud-config,/home/camila/repos/spring-cloud/spring-cloud-config,True,pom,8,MULTI_MODULE,9,7,1
spring-cloud,spring-cloud-gateway,/home/camila/repos/spring-cloud/spring-cloud-gateway,True,pom,10,MULTI_MODULE,14,11,1
spring-cloud,spring-cloud-sleuth,/home/camila/repos/spring-cloud/spring-cloud-sleuth,True,pom,10,MULTI_MODULE,48,43,1
spring-cloud,spring-cloud-netflix,/home/camila/repos/spring-cloud/spring-cloud-netflix,True,pom,7,MULTI_MODULE,8,6,1
spring-io,initializr,/home/camila/repos/spring-io/initializr,True,pom,11,MULTI_MODULE,12,9,0
spring-projects,spring-kafka,/home/camila/repos/spring-projects/spring-kafka,False,,0,NO_ROOT_POM,5,5,5
spring-projects,spring-data-redis,/home/camila/repos/spring-projects/spring-data-redis,True,jar,0,SINGLE_MODULE,1,1,0
spring-projects,spring-batch,/home/camila/repos/spring-projects/spring-batch,True,pom,7,MULTI_MODULE,8,6,0
spring-projects,spring-security,/home/camila/repos/spring-projects/spring-security,False,,0,NO_ROOT_POM,0,0,0
spring-projects,spring-integration,/home/camila/repos/spring-projects/spring-integration,False,,0,NO_ROOT_POM,0,0,0
spring-projects,spring-boot,/home/camila/repos/spring-projects/spring-boot,False,,0,NO_ROOT_POM,163,147,9
springdoc,springdoc-openapi,/home/camila/repos/springdoc/springdoc-openapi,True,pom,5,MULTI_MODULE,18,16,0
stanfordnlp,CoreNLP,/home/camila/repos/stanfordnlp/CoreNLP,True,jar,0,SINGLE_MODULE,3,3,1
strimzi,strimzi-kafka-operator,/home/camila/repos/strimzi/strimzi-kafka-operator,True,pom,17,MULTI_MODULE,22,17,0
swagger-api,swagger-core,/home/camila/repos/swagger-api/swagger-core,True,pom,10,MULTI_MODULE,19,14,0
syncthing,syncthing-android,/home/camila/repos/syncthing/syncthing-android,False,,0,NO_ROOT_POM,0,0,0
TEAMMATES,teammates,/home/camila/repos/TEAMMATES/teammates,False,,0,NO_ROOT_POM,0,0,0
TeamNewPipe,NewPipe,/home/camila/repos/TeamNewPipe/NewPipe,False,,0,NO_ROOT_POM,0,0,0
TechEmpower,FrameworkBenchmarks,/home/camila/repos/TechEmpower/FrameworkBenchmarks,False,,0,NO_ROOT_POM,80,77,0
testcontainers,testcontainers-java,/home/camila/repos/testcontainers/testcontainers-java,False,,0,NO_ROOT_POM,0,0,0
theonedev,onedev,/home/camila/repos/theonedev/onedev,True,pom,0,AGGREGATOR_EMPTY,61,59,0
thingsboard,thingsboard,/home/camila/repos/thingsboard/thingsboard,True,pom,11,MULTI_MODULE,56,37,1
tlaplus,tlaplus,/home/camila/repos/tlaplus/tlaplus,True,pom,35,MULTI_MODULE,37,0,0
traccar,traccar,/home/camila/repos/traccar/traccar,False,,0,NO_ROOT_POM,0,0,0
trinodb,trino,/home/camila/repos/trinodb/trino,True,pom,108,MULTI_MODULE,113,50,1
tronprotocol,java-tron,/home/camila/repos/tronprotocol/java-tron,False,,0,NO_ROOT_POM,0,0,0
Twitter4J,Twitter4J,/home/camila/repos/Twitter4J/Twitter4J,False,,0,NO_ROOT_POM,0,0,0
ukanth,afwall,/home/camila/repos/ukanth/afwall,False,,0,NO_ROOT_POM,0,0,0
unclebob,fitnesse,/home/camila/repos/unclebob/fitnesse,False,,0,NO_ROOT_POM,0,0,0
undertow-io,undertow,/home/camila/repos/undertow-io/undertow,True,pom,6,MULTI_MODULE,9,6,1
UniversalMediaServer,UniversalMediaServer,/home/camila/repos/UniversalMediaServer/UniversalMediaServer,True,jar,0,SINGLE_MODULE,1,1,0
vaadin,framework,/home/camila/repos/vaadin/framework,True,pom,0,AGGREGATOR_EMPTY,65,58,0
validator,validator,/home/camila/repos/validator/validator,False,,0,NO_ROOT_POM,0,0,0
vavr-io,vavr,/home/camila/repos/vavr-io/vavr,True,pom,5,MULTI_MODULE,6,5,0
VertaAI,modeldb,/home/camila/repos/VertaAI/modeldb,True,pom,2,MULTI_MODULE,6,4,0
vespa-engine,vespa,/home/camila/repos/vespa-engine/vespa,True,pom,118,MULTI_MODULE,177,88,0
vigna,fastutil,/home/camila/repos/vigna/fastutil,False,,0,NO_ROOT_POM,0,0,0
vipshop,Saturn,/home/camila/repos/vipshop/Saturn,True,pom,14,MULTI_MODULE,19,16,4
vsch,flexmark-java,/home/camila/repos/vsch/flexmark-java,True,pom,59,MULTI_MODULE,60,59,0
webbukkit,dynmap,/home/camila/repos/webbukkit/dynmap,False,,0,NO_ROOT_POM,0,0,0
wildfly,wildfly,/home/camila/repos/wildfly/wildfly,True,pom,66,MULTI_MODULE,230,156,1
winder,Universal-G-Code-Sender,/home/camila/repos/winder/Universal-G-Code-Sender,True,pom,5,MULTI_MODULE,28,4,0
xuxueli,xxl-job,/home/camila/repos/xuxueli/xxl-job,True,pom,3,MULTI_MODULE,6,4,0
yacy,yacy_search_server,/home/camila/repos/yacy/yacy_search_server,False,,0,NO_ROOT_POM,1,1,1
zaproxy,zaproxy,/home/camila/repos/zaproxy/zaproxy,False,,0,NO_ROOT_POM,0,0,0
zendesk,maxwell,/home/camila/repos/zendesk/maxwell,True,jar,0,SINGLE_MODULE,1,1,0
zxing,zxing,/home/camila/repos/zxing/zxing,True,pom,2,MULTI_MODULE,8,6,0
liferay,liferay-portal,/home/camila/repos/liferay/liferay-portal,False,,0,NO_ROOT_POM,55,47,12
