owner,name,repo_path,root_gav,module_listed,module_name,module_path,module_pom_exists,child_parent_gav,parent_matches_root,status,reason
Activiti,Activiti,/home/camila/repos/Activiti/Activiti,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,activiti-dependency-check,activiti-dependency-check,True,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,listed-ok,
Activiti,Activiti,/home/camila/repos/Activiti/Activiti,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,activiti-api,activiti-api,True,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,listed-ok,
Activiti,Activiti,/home/camila/repos/Activiti/Activiti,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,activiti-core-common,activiti-core-common,True,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,listed-ok,
Activiti,Activiti,/home/camila/repos/Activiti/Activiti,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,activiti-core,activiti-core,True,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,listed-ok,
Activiti,Activiti,/home/camila/repos/Activiti/Activiti,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,activiti-dependencies,activiti-dependencies,True,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,listed-ok,
Activiti,Activiti,/home/camila/repos/Activiti/Activiti,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,activiti-examples,activiti-examples,True,org.activiti:activiti-parent:8.7.0-SNAPSHOT,True,listed-ok,
alibaba,spring-cloud-alibaba,/home/camila/repos/alibaba/spring-cloud-alibaba,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,spring-cloud-alibaba-dependencies,spring-cloud-alibaba-dependencies,True,org.springframework.cloud:spring-cloud-dependencies-parent:4.1.0,False,listed-parent-mismatch,parent-ga-mismatch
alibaba,spring-cloud-alibaba,/home/camila/repos/alibaba/spring-cloud-alibaba,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,spring-cloud-alibaba-examples,spring-cloud-alibaba-examples,True,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,listed-ok,
alibaba,spring-cloud-alibaba,/home/camila/repos/alibaba/spring-cloud-alibaba,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,spring-cloud-alibaba-starters,spring-cloud-alibaba-starters,True,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,listed-ok,
alibaba,spring-cloud-alibaba,/home/camila/repos/alibaba/spring-cloud-alibaba,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,spring-cloud-alibaba-coverage,spring-cloud-alibaba-coverage,True,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,listed-ok,
alibaba,spring-cloud-alibaba,/home/camila/repos/alibaba/spring-cloud-alibaba,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,spring-cloud-alibaba-tests,spring-cloud-alibaba-tests,True,com.alibaba.cloud:spring-cloud-alibaba:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,config,config,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,core,core,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,naming,naming,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,address,address,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,test,test,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,api,api,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,client,client,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,example,example,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,common,common,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,distribution,distribution,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,console,console,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,cmdb,cmdb,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,istio,istio,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,consistency,consistency,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,auth,auth,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,sys,sys,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,plugin,plugin,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,plugin-default-impl,plugin-default-impl,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,prometheus,prometheus,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,persistence,persistence,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
alibaba,nacos,/home/camila/repos/alibaba/nacos,com.alibaba.nacos:nacos-all:${revision},True,logger-adapter-impl,logger-adapter-impl,True,com.alibaba.nacos:nacos-all:${revision},True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,assembly,assembly,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,core,core,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,examples,examples,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,integration,integration,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,logserver,logserver,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,microbench,microbench,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,minicluster,minicluster,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,job,job,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,shaded,shaded,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,shell,shell,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,stress,stress,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,table,table,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,tests,tests,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,underfs,underfs,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
Alluxio,alluxio,/home/camila/repos/Alluxio/alluxio,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,webui,webui,True,org.alluxio:alluxio-parent:2.10.0-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-core,fxgl-core,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-io,fxgl-io,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-entity,fxgl-entity,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-scene,fxgl-scene,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl,fxgl,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-test,fxgl-test,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-controllerinput,fxgl-controllerinput,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-intelligence,fxgl-intelligence,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-gameplay,fxgl-gameplay,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-samples,fxgl-samples,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-tools,fxgl-tools,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
AlmasB,FXGL,/home/camila/repos/AlmasB/FXGL,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,fxgl-zdeploy,fxgl-zdeploy,True,com.github.almasb:fxgl-framework:21+dev-SNAPSHOT,True,listed-ok,
antlr,antlr4,/home/camila/repos/antlr/antlr4,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,runtime/Java,runtime/Java,False,?:?:?,False,listed-nested-path,nested-module-path
antlr,antlr4,/home/camila/repos/antlr/antlr4,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,tool,tool,True,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,listed-ok,
antlr,antlr4,/home/camila/repos/antlr/antlr4,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,antlr4-maven-plugin,antlr4-maven-plugin,True,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,listed-ok,
antlr,antlr4,/home/camila/repos/antlr/antlr4,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,tool-testsuite,tool-testsuite,True,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,listed-ok,
antlr,antlr4,/home/camila/repos/antlr/antlr4,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,runtime-testsuite,runtime-testsuite,True,org.antlr:antlr4-master:4.13.3-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,client,client,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,common,common,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,broker,broker,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,tools,tools,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,store,store,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,namesrv,namesrv,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,remoting,remoting,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,srvutil,srvutil,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,filter,filter,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,test,test,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,distribution,distribution,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,openmessaging,openmessaging,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,acl,acl,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,auth,auth,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,example,example,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,container,container,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,controller,controller,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,proxy,proxy,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,rocketmq,/home/camila/repos/apache/rocketmq,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,tieredstore,tieredstore,True,org.apache.rocketmq:rocketmq-all:5.3.1-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-common,hudi-common,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-cli,hudi-cli,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-client,hudi-client,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-aws,hudi-aws,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-gcp,hudi-gcp,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-hadoop-common,hudi-hadoop-common,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-hadoop-mr,hudi-hadoop-mr,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-io,hudi-io,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-spark-datasource,hudi-spark-datasource,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-timeline-service,hudi-timeline-service,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-utilities,hudi-utilities,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-sync,hudi-sync,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-hadoop-mr-bundle,packaging/hudi-hadoop-mr-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-datahub-sync-bundle,packaging/hudi-datahub-sync-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-hive-sync-bundle,packaging/hudi-hive-sync-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-aws-bundle,packaging/hudi-aws-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-gcp-bundle,packaging/hudi-gcp-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-spark-bundle,packaging/hudi-spark-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-presto-bundle,packaging/hudi-presto-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-utilities-bundle,packaging/hudi-utilities-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-utilities-slim-bundle,packaging/hudi-utilities-slim-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-timeline-server-bundle,packaging/hudi-timeline-server-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-trino-bundle,packaging/hudi-trino-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-examples,hudi-examples,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-flink-datasource,hudi-flink-datasource,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-kafka-connect,hudi-kafka-connect,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-flink-bundle,packaging/hudi-flink-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-kafka-connect-bundle,packaging/hudi-kafka-connect-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,packaging/hudi-cli-bundle,packaging/hudi-cli-bundle,False,?:?:?,False,listed-nested-path,nested-module-path
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,hudi-tests-common,hudi-tests-common,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,listed-ok,
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,False,hudi-platform-service,hudi-platform-service,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,unlisted-child-with-root-parent,unlisted-but-parent-matches-root
apache,hudi,/home/camila/repos/apache/hudi,org.apache.hudi:hudi:1.0.0-SNAPSHOT,False,hudi-integ-test,hudi-integ-test,True,org.apache.hudi:hudi:1.0.0-SNAPSHOT,True,unlisted-child-with-root-parent,unlisted-but-parent-matches-root
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,pack-dependencies,pack-dependencies,True,org.apache.servicecomb.pack:pack:${revision},True,listed-ok,
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,docker-build-config,docker-build-config,True,org.apache.servicecomb.pack:pack-dependencies:${revision},False,listed-parent-mismatch,parent-ga-mismatch
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,omega,omega,True,org.apache.servicecomb.pack:pack-dependencies:${revision},False,listed-parent-mismatch,parent-ga-mismatch
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,alpha,alpha,True,org.apache.servicecomb.pack:pack-dependencies:${revision},False,listed-parent-mismatch,parent-ga-mismatch
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,pack-contracts,pack-contracts,True,org.apache.servicecomb.pack:pack-dependencies:${revision},False,listed-parent-mismatch,parent-ga-mismatch
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,pack-common,pack-common,True,org.apache.servicecomb.pack:pack-dependencies:${revision},False,listed-parent-mismatch,parent-ga-mismatch
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,integration-tests,integration-tests,True,org.apache.servicecomb.pack:pack-dependencies:${revision},False,listed-parent-mismatch,parent-ga-mismatch
apache,servicecomb-pack,/home/camila/repos/apache/servicecomb-pack,org.apache.servicecomb.pack:pack:${revision},True,web,web,True,org.apache.servicecomb.pack:pack-dependencies:${revision},False,listed-parent-mismatch,parent-ga-mismatch
apache,shiro,/home/camila/repos/apache/shiro,org.apache.shiro:shiro-root:2.0.0-SNAPSHOT,True,lang,lang,True,org.apache.shiro:shiro-root:2.0.0-SNAPSHOT,True,listed-ok,
apache,shiro,/home/camila/repos/apache/shiro,org.apache.shiro:shiro-root:2.0.0-SNAPSHOT,True,crypto,crypto,True,org.apache.shiro:shiro-root:2.0.0-SNAPSHOT,True,listed-ok,
apache,shiro,/home/camila/repos/apache/shiro,org.apache.shiro:shiro-root:2.0.0-SNAPSHOT,True,event,event,True,org.apache.shiro:shiro-root:2.0.0-SNAPSHOT,True,listed-ok,
