owner,name,repo_path,classe,gradle_multi,node_workspaces,erro_no_caminho,total_poms,total_pom_commits
jhy,jsoup,/home/camila/repos/jhy/jsoup,SINGLE_REPO,False,False,False,1,402
jindrapetrik,jpexs-decompiler,/home/camila/repos/jindrapetrik/jpexs-decompiler,MULTIPROJETOS,False,False,False,2,4
jitsi,jitsi,/home/camila/repos/jitsi/jitsi,MULTIPROJETOS,False,False,False,107,78
jMonkeyEngine,jmonkeyengine,/home/camila/repos/jMonkeyEngine/jmonkeyengine,MULTIPROJETOS,True,False,False,0,0
JodaOrg,joda-time,/home/camila/repos/JodaOrg/joda-time,SINGLE_REPO,False,False,False,1,261
jooby-project,jooby,/home/camila/repos/jooby-project/jooby,MULTIPROJETOS,False,False,False,64,2320
journeyapps,zxing-android-embedded,/home/camila/repos/journeyapps/zxing-android-embedded,MULTIPROJETOS,True,False,False,0,0
JSQLParser,JSqlParser,/home/camila/repos/JSQLParser/JSqlParser,SINGLE_REPO,False,False,False,1,238
jtablesaw,tablesaw,/home/camila/repos/jtablesaw/tablesaw,MULTIPROJETOS,False,False,False,11,385
junit-team,junit4,/home/camila/repos/junit-team/junit4,SINGLE_REPO,False,False,False,1,141
junit-team,junit5,/home/camila/repos/junit-team/junit5,MULTIPROJETOS,True,False,False,6,35
kalessil,phpinspectionsea,/home/camila/repos/kalessil/phpinspectionsea,SINGLE_REPO,False,False,False,0,0
kermitt2,grobid,/home/camila/repos/kermitt2/grobid,SINGLE_REPO,True,False,False,0,0
keycloak,keycloak,/home/camila/repos/keycloak/keycloak,MULTIPROJETOS,False,False,False,126,2424
kiegroup,jbpm,/home/camila/repos/kiegroup/jbpm,MULTIPROJETOS,False,False,False,83,1255
