owner,name,repo_path,classe,gradle_multi,node_workspaces,erro_no_caminho,total_poms,total_pom_commits
killbill,killbill,/home/camila/repos/killbill/killbill,MULTIPROJETOS,False,False,False,19,1650
knowm,XChart,/home/camila/repos/knowm/XChart,MULTIPROJETOS,False,False,False,3,377
knowm,XChange,/home/camila/repos/knowm/XChange,MULTIPROJETOS,False,False,False,120,1631
Kong,unirest-java,/home/camila/repos/Kong/unirest-java,MULTIPROJETOS,False,False,False,8,774
konsoletyper,teavm,/home/camila/repos/konsoletyper/teavm,MULTIPROJETOS,True,False,False,1,10
kubernetes-client,java,/home/camila/repos/kubernetes-client/java,MULTIPROJETOS,False,False,False,19,1476
languagetool-org,languagetool,/home/camila/repos/languagetool-org/languagetool,MULTIPROJETOS,False,False,False,49,823
LawnchairLauncher,Lawnchair,/home/camila/repos/LawnchairLauncher/Lawnchair,MULTIPROJETOS,True,False,False,0,0
libgdx,libgdx,/home/camila/repos/libgdx/libgdx,MULTIPROJETOS,True,False,False,0,0
LibrePDF,OpenPDF,/home/camila/repos/LibrePDF/OpenPDF,MULTIPROJETOS,False,False,False,5,568
line,armeria,/home/camila/repos/line/armeria,MULTIPROJETOS,False,False,False,1,1
linkedin,rest.li,/home/camila/repos/linkedin/rest.li,MULTIPROJETOS,True,False,False,0,0
linkedin,ambry,/home/camila/repos/linkedin/ambry,SINGLE_REPO,True,False,False,0,0
liquibase,liquibase,/home/camila/repos/liquibase/liquibase,MULTIPROJETOS,False,False,False,12,1540
lukas-krecan,ShedLock,/home/camila/repos/lukas-krecan/ShedLock,MULTIPROJETOS,False,False,False,48,1782
LWJGL,lwjgl3,/home/camila/repos/LWJGL/lwjgl3,SINGLE_REPO,False,False,False,1,4
M66B,NetGuard,/home/camila/repos/M66B/NetGuard,MULTIPROJETOS,True,False,False,0,0
mabe02,lanterna,/home/camila/repos/mabe02/lanterna,MULTIPROJETOS,False,False,False,2,146
